,road_number,origin_address,destination_address,distance,watercrossing,origin_lat,origin_long,destination_lat,destination_long,origin_lat_rad,origin_long_rad,destination_lat_rad,destination_long_rad
454,E49,"České Budějovice, Czechia","Třeboň, Czechia",27,False,48.9747357,14.474285,49.0037313,14.7705054,0.8547703882590098,0.25262393012202744,0.8552764569476011,0.25779395141360206
455,E49,"Vojtanov, Czechia","Karlovy Vary, Czechia",52,False,50.1683441,12.3173625,50.2304694,12.8710769,0.8756027848184713,0.21497853078668006,0.8766870758522605,0.22464267018238493
456,E50,"Saarbrücken, Germany","Mannheim, Germany",135,False,49.234362,6.996379,49.4892913,8.4673098,0.8593017220187804,0.12210984926738835,0.8637510776635848,0.14778243479638256
457,E50,"Heilbronn, Germany","Nürnberg, Germany",166,False,49.142291,9.218655,49.453872,11.077298,0.8576947799231767,0.16089588235543786,0.8631328942598332,0.19333532232458284
458,E50,"Brest, France","Rennes, France",245,False,48.3905283,-4.4860088,48.1113387,-1.6800198,0.8445740456144943,-0.07829562383343978,0.8397012678571683,-0.029321877008696633
459,E50,"Rennes, France","Le Mans, France",151,False,48.1113387,-1.6800198,48.0073849,0.1967849,0.8397012678571683,-0.029321877008696633,0.8378869317772086,0.00343454442320779
460,E50,"Užgorod, Ukraine","Mukačevo, Ukraine",41,False,48.6223502,22.3021255,48.4421438,22.7185112,0.8486201010477235,0.3892455201679866,0.8454749060345574,0.39651282159120793
461,E50,"Nürnberg, Germany","Rozvadov, Czechia",134,False,49.453872,11.077298,49.65354095,12.563823585623167,0.8631328942598332,0.19333532232458284,0.8666177748513331,0.21928008820884395
462,E50,"Košice, Slovakia","Vyšné Nemecké, Slovakia",89,False,48.7172272,21.2496774,48.6593683,22.2632096,0.8502760170821382,0.37087683561662804,0.8492661887755558,0.38856630958160976
463,E50,"Le Mans, France","Paris, France",203,False,48.0073849,0.1967849,48.8566969,2.3514616,0.8378869317772086,0.00343454442320779,0.8527102225539067,0.041040747154213894
464,E50,"Metz, France","Saarbrücken, Germany",71,False,49.1196964,6.1763552,49.234362,6.996379,0.8573004297600056,0.10779773401267286,0.8593017220187804,0.12210984926738835
465,E50,"Reims, France","Metz, France",190,False,49.2577886,4.031926,49.1196964,6.1763552,0.859710593321328,0.0703703838967649,0.8573004297600056,0.10779773401267286
466,E50,"Mannheim, Germany","Heilbronn, Germany",80,False,49.4892913,8.4673098,49.142291,9.218655,0.8637510776635848,0.14778243479638256,0.8576947799231767,0.16089588235543786
467,E50,"Rozvadov, Czechia","Plzeň, Czechia",65,False,49.65354095,12.563823585623167,49.7477415,13.3775249,0.8666177748513331,0.21928008820884395,0.8682618846060226,0.23348185527252519
468,E50,"Paris, France","Reims, France",145,False,48.8566969,2.3514616,49.2577886,4.031926,0.8527102225539067,0.041040747154213894,0.859710593321328,0.0703703838967649
